__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/data[3],/distances/data[4],/distances/data[5],/distances/layout/data_offset,AvgBoidDistance
1714651453.763852,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651453.863074,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651453.963167,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.064825,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.164450,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.263690,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.363052,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.464483,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.563936,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.664814,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.763065,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.863949,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651454.964075,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.064670,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.163389,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.263024,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.363180,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.463312,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.563071,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.663045,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.763072,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.862994,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
1714651455.963066,0.500000000,1.000000000,0.500000000,0.500000000,0.707106781,1.118033989,0.000000000,0.666666667
