__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/data[3],/distances/data[4],/distances/data[5],/distances/layout/data_offset,AvgBoidDistance
1714650316.844589,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650316.944557,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.044648,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.144494,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.245236,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.344572,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.445097,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.545356,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.645227,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.744710,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.844573,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650317.945087,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.045862,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.145792,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.244576,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.345048,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.444662,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.544480,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.645021,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.745720,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.844731,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650318.945006,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
1714650319.044724,0.500000000,0.500000000,0.707106781,1.000000000,0.500000000,1.118033989,0.000000000,0.569035594
