__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/layout/data_offset,AvgBoidDistance
1714644530.960137,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.060152,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.160232,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.260941,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.360061,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.460041,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.561418,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.660008,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.760222,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.860185,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644531.960339,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.060133,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.160203,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.260078,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.360126,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.460404,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.560067,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.660070,0.707106781,0.500000000,0.500000000,0.000000000,0.569035594
1714644532.760103,0.707106781,0.500000001,0.500000000,0.000000000,0.569035594
1714644532.860093,0.707106782,0.500000003,0.500000000,0.000000000,0.569035595
1714644532.960054,0.707106782,0.500000004,0.500000001,0.000000000,0.569035596
1714644533.060051,0.707106782,0.500000007,0.500000002,0.000000000,0.569035597
1714644533.160878,0.707106786,0.500000020,0.500000003,0.000000000,0.569035603
1714644533.261225,0.707106789,0.500000044,0.500000011,0.000000000,0.569035615
1714644533.360061,0.707106792,0.500000045,0.500000007,0.000000000,0.569035615
1714644533.460162,0.707106797,0.500000061,0.500000010,0.000000000,0.569035623
1714644533.560997,0.707106802,0.500000081,0.500000013,0.000000000,0.569035632
1714644533.660164,0.707106807,0.500000149,0.500000037,0.000000000,0.569035664
1714644533.760057,0.707106813,0.500000126,0.500000020,0.000000000,0.569035653
1714644533.860089,0.707106819,0.500000150,0.500000024,0.000000000,0.569035664
1714644533.960496,0.707106826,0.500000177,0.500000028,0.000000000,0.569035677
1714644534.060076,0.707106834,0.500000207,0.500000033,0.000000000,0.569035691
1714644534.160527,0.707106841,0.500000237,0.500000038,0.000000000,0.569035705
1714644534.260122,0.707106850,0.500000270,0.500000043,0.000000000,0.569035721
1714644534.360090,0.707106858,0.500000303,0.500000049,0.000000000,0.569035737
1714644534.461016,0.707106867,0.500000339,0.500000054,0.000000000,0.569035753
1714644534.560097,0.707106876,0.500000375,0.500000060,0.000000000,0.569035771
1714644534.660911,0.707106886,0.500000413,0.500000066,0.000000000,0.569035788
1714644534.761322,0.707106896,0.500000451,0.500000072,0.000000000,0.569035806
1714644534.861547,0.707106905,0.500000488,0.500000078,0.000000000,0.569035824
1714644534.960119,0.707106915,0.500000528,0.500000085,0.000000000,0.569035843
1714644535.060114,0.707106926,0.500000570,0.500000091,0.000000000,0.569035862
1714644535.160914,0.707106936,0.500000611,0.500000098,0.000000000,0.569035882
1714644535.260460,0.707107077,0.500000943,0.500000105,0.000000000,0.569036042
1714644535.360141,0.707106958,0.500000698,0.500000112,0.000000000,0.569035923
1714644535.460042,0.707106865,0.500000474,0.500000119,0.000000000,0.569035819
1714644535.560085,0.707106980,0.500000782,0.500000125,0.000000000,0.569035963
1714644535.660331,0.707106991,0.500000827,0.500000133,0.000000000,0.569035984
1714644535.760700,0.707107003,0.500000871,0.500000140,0.000000000,0.569036004
1714644535.860006,0.707107013,0.500000912,0.500000146,0.000000000,0.569036024
1714644535.960758,0.707107024,0.500001374,0.500000344,0.000000000,0.569036247
1714644536.060480,0.707107035,0.500000997,0.500000160,0.000000000,0.569036064
1714644536.160020,0.707106810,0.500000373,0.500000166,0.000000000,0.569035783
1714644536.261499,0.707107054,0.500001075,0.500000172,0.000000000,0.569036101
1714644536.359996,0.707107064,0.500001603,0.500000401,0.000000000,0.569036356
1714644536.461431,0.707107074,0.500001153,0.500000185,0.000000000,0.569036137
1714644536.560175,0.707107084,0.500001192,0.500000191,0.000000000,0.569036156
1714644536.660094,0.707107094,0.500001230,0.500000197,0.000000000,0.569036173
1714644536.760017,0.707106925,0.500000813,0.500000203,0.000000000,0.569035980
1714644536.860063,0.707107113,0.500001882,0.500000471,0.000000000,0.569036489
1714644536.960135,0.707107390,0.500001938,0.500000216,0.000000000,0.569036515
1714644537.060041,0.707107133,0.500001385,0.500000222,0.000000000,0.569036247
1714644537.160058,0.707106941,0.500000907,0.500000227,0.000000000,0.569036025
1714644537.260980,0.707107150,0.500002091,0.500000523,0.000000000,0.569036588
1714644537.360065,0.707107159,0.500001486,0.500000238,0.000000000,0.569036294
1714644537.460579,0.707107167,0.500001517,0.500000243,0.000000000,0.569036309
1714644537.560107,0.707107175,0.500001546,0.500000248,0.000000000,0.569036323
1714644537.660067,0.707107182,0.500001576,0.500000252,0.000000000,0.569036337
1714644537.760155,0.707106962,0.500001026,0.500000257,0.000000000,0.569036082
1714644537.860495,0.707107196,0.500001631,0.500000261,0.000000000,0.569036363
1714644537.960125,0.707107203,0.500001657,0.500000265,0.000000000,0.569036375
1714644538.060098,0.707107209,0.500002422,0.500000606,0.000000000,0.569036746
1714644538.161086,0.707107215,0.500001091,0.500000068,0.000000000,0.569036125
1714644538.260836,0.707106977,0.500001105,0.500000276,0.000000000,0.569036120
1714644538.360919,0.707107226,0.500001747,0.500000280,0.000000000,0.569036417
1714644538.460119,0.707106981,0.500001130,0.500000283,0.000000000,0.569036131
1714644538.560278,0.707107235,0.500001784,0.500000286,0.000000000,0.569036435
1714644538.660597,0.707107240,0.500001801,0.500000288,0.000000000,0.569036443
1714644538.760288,0.707107243,0.500001816,0.500000291,0.000000000,0.569036450
1714644538.860133,0.707106988,0.500001171,0.500000293,0.000000000,0.569036151
1714644538.960080,0.707107250,0.500001842,0.500000295,0.000000000,0.569036462
1714644539.060080,0.707107253,0.500001852,0.500000296,0.000000000,0.569036467
1714644539.160075,0.707107255,0.500001860,0.500000298,0.000000000,0.569036471
1714644539.260150,0.707107256,0.500001867,0.500000299,0.000000000,0.569036474
1714644539.360083,0.707107258,0.500001872,0.500000300,0.000000000,0.569036476
1714644539.460104,0.707106993,0.500001200,0.500000300,0.000000000,0.569036165
1714644539.560119,0.707106994,0.500001202,0.500000300,0.000000000,0.569036165
1714644539.660221,0.707107259,0.500001878,0.500000300,0.000000000,0.569036479
1714644539.760157,0.707106993,0.500001201,0.500000300,0.000000000,0.569036165
1714644539.860100,0.707107258,0.500001873,0.500000300,0.000000000,0.569036477
1714644539.960113,0.707106993,0.500001196,0.500000299,0.000000000,0.569036163
1714644540.060260,0.707107255,0.500001863,0.500000298,0.000000000,0.569036472
1714644540.160198,0.707106991,0.500001187,0.500000297,0.000000000,0.569036158
1714644540.260594,0.707107251,0.500001181,0.500000074,0.000000000,0.569036169
1714644540.360138,0.707107249,0.500001176,0.500000073,0.000000000,0.569036166
1714644540.460750,0.707106988,0.500001169,0.500000292,0.000000000,0.569036150
1714644540.560147,0.707107243,0.500001814,0.500000290,0.000000000,0.569036449
1714644540.660064,0.707106985,0.500001152,0.500000288,0.000000000,0.569036142
1714644540.760101,0.707107235,0.500001784,0.500000285,0.000000000,0.569036435
1714644540.860157,0.707106981,0.500001131,0.500000283,0.000000000,0.569036131
1714644540.960265,0.707107226,0.500002516,0.500000629,0.000000000,0.569036791
1714644541.060050,0.707107221,0.500002484,0.500000621,0.000000000,0.569036775
1714644541.160015,0.707107214,0.500001701,0.500000272,0.000000000,0.569036396
1714644541.260155,0.707107208,0.500001676,0.500000268,0.000000000,0.569036384
1714644541.361242,0.707107202,0.500001652,0.500000264,0.000000000,0.569036373
1714644541.461031,0.707107195,0.500001624,0.500000260,0.000000000,0.569036360
1714644541.560094,0.707107187,0.500001595,0.500000255,0.000000000,0.569036346
1714644541.660166,0.707107180,0.500002253,0.500000563,0.000000000,0.569036665
1714644541.760080,0.707106955,0.500000982,0.500000245,0.000000000,0.569036061
1714644541.860975,0.707107164,0.500001505,0.500000241,0.000000000,0.569036303
1714644541.960509,0.707107157,0.500002122,0.500000530,0.000000000,0.569036603
1714644542.060152,0.707107148,0.500001440,0.500000230,0.000000000,0.569036273
1714644542.160081,0.707107139,0.500001406,0.500000225,0.000000000,0.569036257
1714644542.260535,0.707107130,0.500001371,0.500000219,0.000000000,0.569036240
1714644542.360559,0.707107122,0.500001924,0.500000480,0.000000000,0.569036509
1714644542.461398,0.707107113,0.500001301,0.500000208,0.000000000,0.569036207
1714644542.560076,0.707107103,0.500001265,0.500000202,0.000000000,0.569036190
1714644542.660015,0.707107094,0.500001229,0.500000196,0.000000000,0.569036173
1714644542.760830,0.707107086,0.500001720,0.500000429,0.000000000,0.569036412
1714644542.860119,0.707107076,0.500001159,0.500000185,0.000000000,0.569036140
1714644542.960605,0.707107067,0.500001613,0.500000403,0.000000000,0.569036361
1714644543.060076,0.707107058,0.500001085,0.500000173,0.000000000,0.569036105
1714644543.160690,0.707107048,0.500001048,0.500000167,0.000000000,0.569036088
1714644543.260247,0.707106896,0.500000648,0.500000162,0.000000000,0.569035902
1714644543.360093,0.707107031,0.500000978,0.500000156,0.000000000,0.569036055
1714644543.460005,0.707107022,0.500000944,0.500000151,0.000000000,0.569036039
1714644543.560175,0.707107013,0.500000910,0.500000145,0.000000000,0.569036023
1714644543.660266,0.707107004,0.500000876,0.500000140,0.000000000,0.569036007
1714644543.760188,0.707106996,0.500000842,0.500000135,0.000000000,0.569035991
1714644543.860192,0.707106987,0.500000808,0.500000129,0.000000000,0.569035975
1714644543.960071,0.707106978,0.500000773,0.500000123,0.000000000,0.569035958
1714644544.060183,0.707106969,0.500000738,0.500000118,0.000000000,0.569035942
1714644544.160033,0.707106861,0.500000452,0.500000113,0.000000000,0.569035808
1714644544.261730,0.707106953,0.500000676,0.500000108,0.000000000,0.569035912
1714644544.360588,0.707106946,0.500000929,0.500000232,0.000000000,0.569036036
1714644544.460492,0.707106851,0.500000393,0.500000098,0.000000000,0.569035781
1714644544.561359,0.707106930,0.500000375,0.500000023,0.000000000,0.569035776
1714644544.660151,0.707106845,0.500000360,0.500000090,0.000000000,0.569035765
1714644544.761118,0.707106843,0.500000347,0.500000087,0.000000000,0.569035759
1714644544.860111,0.707106913,0.500000517,0.500000083,0.000000000,0.569035838
1714644544.960385,0.707106906,0.500000490,0.500000078,0.000000000,0.569035825
1714644545.060059,0.707106899,0.500000463,0.500000074,0.000000000,0.569035812
1714644545.161638,0.707106893,0.500000438,0.500000070,0.000000000,0.569035800
1714644545.260814,0.707106886,0.500000594,0.500000148,0.000000000,0.569035876
1714644545.360112,0.707106880,0.500000386,0.500000062,0.000000000,0.569035776
1714644545.460485,0.707106873,0.500000361,0.500000058,0.000000000,0.569035764
1714644545.560948,0.707106867,0.500000336,0.500000054,0.000000000,0.569035752
1714644545.660476,0.707106817,0.500000201,0.500000050,0.000000000,0.569035689
1714644545.760118,0.707106814,0.500000293,0.500000105,0.000000000,0.569035737
1714644545.860634,0.707106812,0.500000175,0.500000044,0.000000000,0.569035677
1714644545.960125,0.707106846,0.500000255,0.500000041,0.000000000,0.569035714
1714644546.060339,0.707106842,0.500000237,0.500000038,0.000000000,0.569035705
1714644546.160916,0.707106806,0.500000079,0.500000009,0.000000000,0.569035631
1714644546.260073,0.707106833,0.500000130,0.500000008,0.000000000,0.569035657
1714644546.360078,0.707106802,0.500000120,0.500000030,0.000000000,0.569035651
1714644546.460254,0.707106801,0.500000110,0.500000028,0.000000000,0.569035646
1714644546.560129,0.707106799,0.500000101,0.500000025,0.000000000,0.569035642
1714644546.660045,0.707106818,0.500000146,0.500000023,0.000000000,0.569035662
1714644546.760094,0.707106815,0.500000192,0.500000048,0.000000000,0.569035685
1714644546.860429,0.707106812,0.500000121,0.500000019,0.000000000,0.569035651
1714644546.960118,0.707106794,0.500000070,0.500000018,0.000000000,0.569035627
1714644547.060122,0.707106807,0.500000100,0.500000016,0.000000000,0.569035641
1714644547.160913,0.707106791,0.500000058,0.500000014,0.000000000,0.569035621
1714644548.543138,0.707106871,0.500000000,0.500000127,0.000000000,0.569035666
1714644548.560490,0.707106879,0.500000180,0.500000003,0.000000000,0.569035687
1714644548.660134,0.707106783,0.500000010,0.500000002,0.000000000,0.569035598
1714644548.760070,0.707106783,0.500000008,0.500000002,0.000000000,0.569035598
1714644548.860168,0.707106782,0.500000007,0.500000002,0.000000000,0.569035597
1714644548.960161,0.707106784,0.500000009,0.500000001,0.000000000,0.569035598
1714644549.060286,0.707106783,0.500000008,0.500000001,0.000000000,0.569035597
1714644549.160074,0.707106783,0.500000007,0.500000001,0.000000000,0.569035597
1714644549.260125,0.707106783,0.500000005,0.500000001,0.000000000,0.569035596
1714644549.360081,0.707106781,0.500000001,0.500000000,0.000000000,0.569035594
1714644549.460176,0.707106782,0.500000002,0.500000000,0.000000000,0.569035595
1714644549.560105,0.707106782,0.500000003,0.500000000,0.000000000,0.569035595
1714644549.660232,0.707106782,0.500000002,0.500000000,0.000000000,0.569035595
1714644549.760067,0.707106782,0.500000002,0.500000000,0.000000000,0.569035595
1714644549.860061,0.707104966,0.499998674,0.499998792,0.000000000,0.569034144
1714644549.960101,0.707073128,0.499976927,0.499977950,0.000000000,0.569009335
1714644550.060237,0.706963567,0.499903160,0.499906067,0.000000000,0.568924265
1714644550.160216,0.706727951,0.499747751,0.499752249,0.000000000,0.568742650
1714644550.260080,0.706331370,0.499477971,0.499486845,0.000000000,0.568432062
1714644550.360186,0.705688214,0.499049898,0.499038181,0.000000000,0.567925431
1714644550.460561,0.704797652,0.498465118,0.498414828,0.000000000,0.567225866
1714644550.560087,0.703605593,0.497695659,0.497586863,0.000000000,0.566296039
1714644550.660060,0.702266221,0.496869485,0.496641972,0.000000000,0.565259226
1714644550.760058,0.700629529,0.495843813,0.495504055,0.000000000,0.563992465
1714644550.860178,0.698750452,0.494699166,0.494181328,0.000000000,0.562543649
1714644550.960254,0.696521823,0.493335558,0.492627531,0.000000000,0.560828304
1714644551.061134,0.694215959,0.491925877,0.491024991,0.000000000,0.559055609
1714644551.161284,0.691459054,0.490296487,0.489055213,0.000000000,0.556936918
1714644551.260732,0.688225490,0.488372708,0.486753847,0.000000000,0.554450681
1714644551.360193,0.684772234,0.486313118,0.484254323,0.000000000,0.551779892
1714644551.460672,0.680977657,0.484095222,0.481561079,0.000000000,0.548877986
1714644551.560074,0.676899327,0.481775881,0.478553426,0.000000000,0.545742878
1714644551.660021,0.672461628,0.479266107,0.475315297,0.000000000,0.542347677
1714644551.761353,0.668035216,0.476800806,0.472077804,0.000000000,0.538971275
1714644551.860331,0.663533987,0.474346501,0.468779290,0.000000000,0.535553259
1714644551.960347,0.658510944,0.471686140,0.465138592,0.000000000,0.531778559
1714644552.060675,0.653355836,0.468939103,0.461351223,0.000000000,0.527882054
1714644552.160063,0.648180223,0.466326475,0.457535179,0.000000000,0.524013959
1714644552.260042,0.643016646,0.463700482,0.453749739,0.000000000,0.520155623
1714644552.360555,0.637712707,0.461140108,0.449790259,0.000000000,0.516214358
1714644552.460121,0.632097758,0.458437303,0.445742834,0.000000000,0.512092631
1714644552.560230,0.626366116,0.455820739,0.441553500,0.000000000,0.507913452
1714644552.660076,0.620332810,0.453066918,0.437190639,0.000000000,0.503530122
1714644552.760195,0.614499836,0.450528028,0.432993382,0.000000000,0.499340415
1714644552.860333,0.608405290,0.447951687,0.428640448,0.000000000,0.494999142
1714644552.960925,0.602558248,0.445595269,0.424435089,0.000000000,0.490862869
1714644553.060028,0.594963763,0.442615722,0.419148605,0.000000000,0.485576030
1714644553.160110,0.587542142,0.439833169,0.414080326,0.000000000,0.480485212
1714644553.260458,0.580732327,0.437381585,0.409521996,0.000000000,0.475878636
1714644553.360118,0.573832606,0.434967331,0.405086266,0.000000000,0.471295401
