__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/layout/data_offset,AvgBoidDistance
1714644229.420863,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644229.519881,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644229.619683,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644229.719743,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644229.819917,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644229.919843,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.020118,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.120668,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.220122,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.319524,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.420410,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.519907,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.620705,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.719563,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.819653,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644230.919503,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.019796,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.119574,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.219642,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.319578,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.419634,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.519672,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.619582,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.719994,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.819572,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644231.919522,0.500000000,0.500000000,0.707106781,0.000000000,0.569035594
1714644232.019723,0.500000000,0.500000001,0.707106781,0.000000000,0.569035594
1714644232.119518,0.500000001,0.500000003,0.707106781,0.000000000,0.569035595
1714644232.219600,0.500000002,0.500000007,0.707106782,0.000000000,0.569035597
1714644232.319664,0.500000003,0.500000013,0.707106784,0.000000000,0.569035600
1714644232.419538,0.500000010,0.500000023,0.707106783,0.000000000,0.569035606
1714644232.520072,0.500000016,0.500000037,0.707106784,0.000000000,0.569035613
1714644232.620062,0.500000014,0.500000056,0.707106791,0.000000000,0.569035620
1714644232.719542,0.500000019,0.500000077,0.707106795,0.000000000,0.569035631
1714644232.819584,0.500000025,0.500000102,0.707106799,0.000000000,0.569035642
1714644232.919638,0.500000057,0.500000129,0.707106791,0.000000000,0.569035659
1714644233.019552,0.500000040,0.500000111,0.707106794,0.000000000,0.569035648
1714644233.120070,0.500000048,0.500000133,0.707106796,0.000000000,0.569035659
1714644233.219609,0.500000057,0.500000229,0.707106822,0.000000000,0.569035702
1714644233.320827,0.500000118,0.500000267,0.707106802,0.000000000,0.569035729
1714644233.420146,0.500000076,0.500000308,0.707106836,0.000000000,0.569035740
1714644233.519506,0.500000156,0.500000482,0.707106844,0.000000000,0.569035828
1714644233.620133,0.500000100,0.500000402,0.707106853,0.000000000,0.569035785
1714644233.719754,0.500000200,0.500000452,0.707106817,0.000000000,0.569035823
