__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/data[3],/distances/data[4],/distances/data[5],/distances/data[6],/distances/data[7],/distances/data[8],/distances/data[9],/distances/layout/data_offset,AvgBoidDistance
1714660271.343734,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.445215,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.543505,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.643367,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.746329,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.844635,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660271.943527,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660272.043603,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660272.145641,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660272.243380,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
1714660272.344191,1.000000000,1.000000000,0.500000000,0.500000000,1.414213562,1.118033989,0.500000000,0.500000000,1.118033989,0.707106781,0.000000000,0.833333333
