__time,/distances/data[0],/distances/data[1],/distances/data[2],/distances/data[3],/distances/data[4],/distances/data[5],/distances/data[6],/distances/data[7],/distances/data[8],/distances/data[9],/distances/layout/data_offset,AvgBoidDistance
1714660621.045459,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.145452,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.247875,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.345453,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.446832,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.545539,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.645894,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.745647,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.845523,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660621.945974,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.045774,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.146205,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.246110,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.346956,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.446985,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.546612,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.647950,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.745526,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.845382,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660622.947521,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660623.045729,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660623.145483,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660623.245552,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
1714660623.345497,1.118033989,0.500000000,0.500000000,0.707106781,1.000000000,1.414213562,0.500000000,1.000000000,0.500000000,1.118033989,0.000000000,0.706011330
