__time,/distances/data[0],/distances/layout/data_offset
1714684935.045709,0.707107529,0.000000000
1714684935.146070,0.707107283,0.000000000
1714684935.245992,0.707107307,0.000000000
1714684935.345883,0.707107330,0.000000000
1714684935.445533,0.707107353,0.000000000
1714684935.545508,0.707107709,0.000000000
1714684935.646219,0.707107397,0.000000000
1714684935.745534,0.707107417,0.000000000
1714684935.845546,0.707107439,0.000000000
1714684935.945494,0.707107843,0.000000000
1714684936.045538,0.707107876,0.000000000
1714684936.145553,0.707107908,0.000000000
1714684936.245661,0.707107938,0.000000000
1714684936.345505,0.707107965,0.000000000
1714684936.445685,0.707107991,0.000000000
1714684936.546041,0.707108014,0.000000000
1714684936.645566,0.707108035,0.000000000
1714684936.745498,0.707107595,0.000000000
1714684936.845498,0.707108068,0.000000000
1714684936.946051,0.707108082,0.000000000
1714684937.046197,0.707108092,0.000000000
1714684937.145799,0.707108101,0.000000000
1714684937.245715,0.707108106,0.000000000
1714684937.345853,0.707108109,0.000000000
1714684937.445683,0.707108109,0.000000000
1714684937.545768,0.707108106,0.000000000
1714684937.645541,0.707108100,0.000000000
1714684937.745657,0.707108092,0.000000000
1714684937.845757,0.707107614,0.000000000
1714684937.945572,0.707108069,0.000000000
1714684938.045587,0.707108054,0.000000000
1714684938.146003,0.707108036,0.000000000
1714684938.245631,0.707108018,0.000000000
1714684938.345531,0.707107996,0.000000000
1714684938.445544,0.707107543,0.000000000
1714684938.545632,0.707107527,0.000000000
1714684938.645653,0.707107920,0.000000000
1714684938.745972,0.707107491,0.000000000
1714684938.845787,0.707107860,0.000000000
1714684938.946209,0.707107828,0.000000000
1714684939.045968,0.707107797,0.000000000
1714684939.145614,0.707107411,0.000000000
1714684939.246256,0.707107391,0.000000000
1714684939.346011,0.707107701,0.000000000
1714684939.445658,0.707107665,0.000000000
1714684939.545624,0.707107629,0.000000000
1714684939.645602,0.707107592,0.000000000
1714684939.745621,0.707107558,0.000000000
1714684939.845977,0.707107257,0.000000000
1714684939.945608,0.707107492,0.000000000
1714684940.045602,0.707107458,0.000000000
1714684940.146073,0.707107194,0.000000000
1714684940.245591,0.707107174,0.000000000
1714684940.345636,0.707107153,0.000000000
1714684940.445605,0.707107327,0.000000000
1714684940.545651,0.707107292,0.000000000
1714684940.645675,0.707106953,0.000000000
1714684940.745700,0.707107227,0.000000000
1714684940.845529,0.707107047,0.000000000
1714684940.945964,0.707107028,0.000000000
1714684941.046192,0.707107011,0.000000000
1714684941.145599,0.707106835,0.000000000
1714684941.245587,0.707107089,0.000000000
1714684941.345669,0.707106962,0.000000000
1714684941.445540,0.707107039,0.000000000
1714684941.545685,0.707107016,0.000000000
1714684941.645554,0.707106918,0.000000000
1714684941.745565,0.707106973,0.000000000
1714684941.845555,0.707106954,0.000000000
1714684941.945748,0.707106880,0.000000000
1714684942.045593,0.707106919,0.000000000
1714684942.145618,0.707106904,0.000000000
1714684942.245979,0.707106890,0.000000000
1714684942.345802,0.707106842,0.000000000
1714684942.445855,0.707106834,0.000000000
1714684942.545618,0.707106853,0.000000000
1714684942.645675,0.707106821,0.000000000
1714684943.700177,0.707108516,0.000000000
1714684943.745620,0.707106786,0.000000000
1714684943.845619,0.707106785,0.000000000
1714684943.945599,0.707106784,0.000000000
1714684944.045776,0.707106783,0.000000000
1714684944.145546,0.707106784,0.000000000
1714684944.245670,0.707106783,0.000000000
1714684944.345692,0.707106782,0.000000000
1714684944.445595,0.707106782,0.000000000
1714684944.545717,0.707106782,0.000000000
1714684944.645653,0.707106782,0.000000000
1714684944.745631,0.707106781,0.000000000
1714684944.846222,0.707106781,0.000000000
1714684944.946042,0.707106781,0.000000000
1714684945.045620,0.707097494,0.000000000
1714684945.145578,0.706953910,0.000000000
1714684945.245971,0.706487203,0.000000000
1714684945.345812,0.705488496,0.000000000
1714684945.445632,0.703956270,0.000000000
1714684945.545569,0.701860946,0.000000000
1714684945.645636,0.699135593,0.000000000
1714684945.745583,0.695376510,0.000000000
1714684945.845765,0.691330229,0.000000000
1714684945.945715,0.686206857,0.000000000
1714684946.046185,0.681160876,0.000000000
1714684946.145616,0.674665026,0.000000000
1714684946.245593,0.667651302,0.000000000
1714684946.346056,0.660791546,0.000000000
1714684946.445575,0.653346451,0.000000000
1714684946.546011,0.646139066,0.000000000
1714684946.645576,0.637867640,0.000000000
1714684946.745663,0.628885176,0.000000000
1714684946.845826,0.619734937,0.000000000
1714684946.945921,0.610502102,0.000000000
1714684947.045561,0.601155959,0.000000000
1714684947.145497,0.591081911,0.000000000
1714684947.245661,0.580971271,0.000000000
1714684947.345548,0.574762830,0.000000000
1714684947.445554,0.564884731,0.000000000
1714684947.545610,0.554008110,0.000000000
1714684947.645714,0.543198377,0.000000000
1714684947.745589,0.533238425,0.000000000
1714684947.845565,0.522903798,0.000000000
1714684947.945566,0.512700616,0.000000000
1714684948.045524,0.506055070,0.000000000
1714684948.145871,0.496432387,0.000000000
1714684948.246221,0.486979932,0.000000000
1714684948.346323,0.477454625,0.000000000
1714684948.445944,0.468153150,0.000000000
1714684948.545748,0.459857675,0.000000000
1714684948.645533,0.452691044,0.000000000
1714684948.745614,0.443701108,0.000000000
1714684948.845562,0.435151881,0.000000000
1714684948.946254,0.426711276,0.000000000
1714684949.045659,0.418362661,0.000000000
1714684949.145630,0.410066744,0.000000000
1714684949.245630,0.402269226,0.000000000
1714684949.345630,0.394388050,0.000000000
1714684949.445639,0.386887802,0.000000000
1714684949.545631,0.379822535,0.000000000
1714684949.645558,0.373194678,0.000000000
1714684949.745578,0.367307137,0.000000000
1714684949.845764,0.361543521,0.000000000
1714684949.945667,0.355958952,0.000000000
1714684950.045578,0.350608466,0.000000000
1714684950.145707,0.345347041,0.000000000
1714684950.245571,0.340744312,0.000000000
1714684950.345689,0.336594635,0.000000000
1714684950.445566,0.332808531,0.000000000
1714684950.545638,0.329097337,0.000000000
1714684950.645833,0.325806870,0.000000000
1714684950.745645,0.323203276,0.000000000
1714684950.845700,0.320845240,0.000000000
1714684950.945643,0.319048292,0.000000000
1714684951.045679,0.317678876,0.000000000
1714684951.145616,0.316773917,0.000000000
1714684951.245589,0.316326168,0.000000000
1714684951.345525,0.316356243,0.000000000
1714684951.445910,0.316705858,0.000000000
1714684951.545782,0.317484245,0.000000000
1714684951.645866,0.318716906,0.000000000
1714684951.745709,0.320330562,0.000000000
1714684951.845877,0.322240154,0.000000000
1714684951.945744,0.324304638,0.000000000
1714684952.046329,0.326443172,0.000000000
1714684952.145544,0.328734598,0.000000000
1714684952.245708,0.330762678,0.000000000
1714684952.345698,0.333028736,0.000000000
1714684952.445799,0.335578825,0.000000000
1714684952.546110,0.338557676,0.000000000
1714684952.645584,0.341426195,0.000000000
1714684952.745637,0.344166735,0.000000000
1714684952.845547,0.346809945,0.000000000
1714684952.945515,0.349462982,0.000000000
1714684953.045544,0.351637912,0.000000000
1714684953.145635,0.353703170,0.000000000
1714684953.245706,0.355473692,0.000000000
1714684953.346057,0.357063367,0.000000000
1714684953.446074,0.358285873,0.000000000
1714684953.545592,0.359302573,0.000000000
1714684953.645574,0.359953824,0.000000000
1714684953.745528,0.360274891,0.000000000
1714684953.846063,0.360262171,0.000000000
1714684953.945725,0.359976326,0.000000000
1714684954.045740,0.359296846,0.000000000
1714684954.145562,0.358262693,0.000000000
1714684954.245666,0.357031443,0.000000000
1714684954.345514,0.355508967,0.000000000
1714684954.445523,0.353901708,0.000000000
1714684954.545595,0.352170777,0.000000000
1714684954.645675,0.350042652,0.000000000
1714684954.745651,0.347777916,0.000000000
1714684954.845832,0.345614851,0.000000000
1714684954.945558,0.343535463,0.000000000
1714684955.046008,0.341215193,0.000000000
1714684955.146036,0.339383811,0.000000000
1714684955.245706,0.337528272,0.000000000
1714684955.346159,0.335548516,0.000000000
1714684955.445589,0.333621175,0.000000000
1714684955.545877,0.331915538,0.000000000
1714684955.645636,0.330489714,0.000000000
1714684955.745680,0.329291746,0.000000000
1714684955.845638,0.328275665,0.000000000
1714684955.945804,0.327649829,0.000000000
1714684956.045571,0.327291039,0.000000000
1714684956.145637,0.327232975,0.000000000
1714684956.245835,0.327372033,0.000000000
1714684956.346317,0.327894327,0.000000000
1714684956.445589,0.328592993,0.000000000
1714684956.545588,0.329640405,0.000000000
1714684956.645651,0.330898589,0.000000000
1714684956.746200,0.332367192,0.000000000
1714684956.845526,0.333910996,0.000000000
1714684956.945544,0.335630760,0.000000000
1714684957.045687,0.337464668,0.000000000
1714684957.145594,0.339373966,0.000000000
1714684957.245629,0.341139148,0.000000000
1714684957.346027,0.343075097,0.000000000
1714684957.445562,0.344845455,0.000000000
1714684957.545548,0.346575155,0.000000000
1714684957.645680,0.348184265,0.000000000
