__time,/distances/data[0],/distances/layout/data_offset
1714684457.037152,0.707106781,0.000000000
1714684457.136679,0.707106781,0.000000000
1714684457.236660,0.707106781,0.000000000
1714684457.336901,0.707106781,0.000000000
1714684457.437268,0.707106781,0.000000000
1714684457.536659,0.707106781,0.000000000
1714684457.637051,0.707106781,0.000000000
1714684457.736748,0.707106781,0.000000000
1714684457.836672,0.707106781,0.000000000
1714684457.936624,0.707106781,0.000000000
1714684458.036838,0.707106781,0.000000000
1714684458.136756,0.707106781,0.000000000
1714684458.237728,0.707106781,0.000000000
1714684458.337212,0.707106781,0.000000000
1714684458.436702,0.707106782,0.000000000
1714684458.536714,0.707106784,0.000000000
1714684458.636728,0.707106787,0.000000000
1714684458.736987,0.707106793,0.000000000
1714684458.837138,0.707106793,0.000000000
1714684458.936806,0.707106813,0.000000000
1714684459.036695,0.707106827,0.000000000
1714684459.136654,0.707106844,0.000000000
1714684459.236638,0.707106909,0.000000000
1714684459.336592,0.707106883,0.000000000
1714684459.436647,0.707106905,0.000000000
1714684459.536615,0.707106928,0.000000000
1714684459.636633,0.707106953,0.000000000
1714684459.736654,0.707107089,0.000000000
1714684459.836672,0.707107005,0.000000000
1714684459.936624,0.707107030,0.000000000
1714684460.037056,0.707107056,0.000000000
1714684460.136685,0.707107080,0.000000000
1714684460.237147,0.707107107,0.000000000
1714684460.336686,0.707107134,0.000000000
1714684460.436608,0.707107162,0.000000000
1714684460.536834,0.707107188,0.000000000
1714684460.636751,0.707107216,0.000000000
1714684460.736723,0.707107244,0.000000000
1714684460.837221,0.707107547,0.000000000
1714684460.936759,0.707107589,0.000000000
1714684461.036694,0.707107325,0.000000000
1714684461.137207,0.707107672,0.000000000
1714684461.236691,0.707107377,0.000000000
1714684461.336657,0.707107403,0.000000000
1714684461.436733,0.707107426,0.000000000
1714684461.536715,0.707107449,0.000000000
1714684461.636687,0.707107468,0.000000000
1714684461.736956,0.707107178,0.000000000
1714684461.836722,0.707107914,0.000000000
1714684461.937466,0.707107199,0.000000000
1714684462.036822,0.707107541,0.000000000
1714684462.136678,0.707107556,0.000000000
1714684462.236736,0.707108015,0.000000000
1714684462.336677,0.707107583,0.000000000
1714684462.436684,0.707107238,0.000000000
1714684462.537111,0.707107604,0.000000000
1714684462.636664,0.707107248,0.000000000
1714684462.736991,0.707107618,0.000000000
1714684462.837015,0.707107624,0.000000000
1714684462.936682,0.707107257,0.000000000
1714684463.036686,0.707107259,0.000000000
1714684463.137017,0.707107259,0.000000000
1714684463.236975,0.707107631,0.000000000
1714684463.336682,0.707107629,0.000000000
1714684463.437084,0.707107626,0.000000000
1714684463.536735,0.707107253,0.000000000
1714684463.636640,0.707107615,0.000000000
1714684463.736982,0.707107607,0.000000000
1714684463.836711,0.707107241,0.000000000
1714684463.936894,0.707107588,0.000000000
1714684464.036831,0.707107230,0.000000000
1714684464.136714,0.707107223,0.000000000
1714684464.236648,0.707107553,0.000000000
1714684464.336691,0.707107538,0.000000000
1714684464.436980,0.707107523,0.000000000
1714684464.536726,0.707107189,0.000000000
1714684464.636882,0.707107491,0.000000000
1714684464.736689,0.707107472,0.000000000
1714684464.836843,0.707107453,0.000000000
1714684464.936688,0.707107149,0.000000000
1714684465.036756,0.707107416,0.000000000
1714684465.136676,0.707107395,0.000000000
1714684465.236614,0.707107115,0.000000000
1714684465.336645,0.707107104,0.000000000
1714684465.436849,0.707107091,0.000000000
1714684465.536709,0.707107080,0.000000000
1714684465.637351,0.707107292,0.000000000
1714684465.737142,0.707107271,0.000000000
1714684465.836703,0.707107248,0.000000000
1714684465.936624,0.707107227,0.000000000
1714684466.036959,0.707107020,0.000000000
1714684466.137086,0.707107185,0.000000000
1714684466.236629,0.707107162,0.000000000
1714684466.336644,0.707107140,0.000000000
1714684466.437013,0.707107118,0.000000000
1714684466.536690,0.707107099,0.000000000
1714684466.637032,0.707106949,0.000000000
1714684466.736766,0.707106938,0.000000000
